TruckSID;ActualWeightFront;ActualWeightBack;ActualWeightTotal;Engine;Transmission;FrontAxlePosition;WheelBase;Overhang;FrameRails;Liner;FrontEndExt;Cab;RearAxels;RearSusp;FrontSusp;RearWheels;RearTires;FrontWheels;FrontTires;TagAxle;EngineFamily;TransmissionFamily
26848;10300;8290;18590;1012002;2700022;3690005;195;98;403011;404998;4070004;5000001;330444;3500004;3700002;9142001;933469;9050031;930821;3P1998;101D97;270C24
28380;11130;6600;17730;1012002;2700028;3690005;198;68;403012;404002;4070004;5000001;330444;3500004;3700002;9140014;933062;9050015;930469;3P1998;101D97;270C25
30915;9920;7990;17910;1012011;2700022;3690005;195;104;403011;404998;4070004;5000001;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
30714;10510;7100;17610;1012011;2700022;3690005;207;86;403011;404002;4070004;5000004;330507;3500004;3700011;9142001;933469;9050037;930469;3P1998;101D100;270C24
35205;11240;7700;18940;1012002;2700028;3690005;252;80;403012;404002;4070004;5000003;330444;3500004;3700002;9140016;933469;9050015;930469;3P1998;101D97;270C25
28375;11070;6720;17790;1012002;2700028;3690005;186;104;403012;404002;4070004;5000004;330444;3500004;3700011;9140014;933062;9050015;930469;3P1998;101D97;270C25
30946;9760;8470;18230;1012011;2700022;3690005;198;104;403011;404998;4070004;5000002;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
28149;11220;8460;19680;1010075;2700028;3690005;198;98;403012;404998;4070004;5000001;3300041;3500014;3700002;9142003;933469;905549;930821;3P1998;101D69;270C25
29832;11020;7070;18090;1012002;2700028;3690005;216;104;403012;404002;4070004;5000003;330444;3500004;3702001;9140014;933062;9050015;930469;3P1998;101D97;270C25
32478;10200;7670;17870;1012003;2700027;3690005;186;104;403012;404998;4070004;5000001;3300041;3500004;3700011;9142005;933062;9052003;930469;3P1998;101D97;270C25
26637;10540;7940;18480;1012003;2700028;3690005;195;104;403012;404998;4070004;5000002;330444;3500004;3700002;9140022;933062;9052001;930469;3P1998;101D97;270C25
28634;11580;7120;18700;1012011;2700027;3690005;198;56;403012;404998;4070004;5000004;3300041;3500003;3700011;9142003;933469;9052003;930469;3P10211;101D100;270C25
29838;11730;7050;18780;1012019;2700028;3690005;198;80;403012;404998;4070004;5000001;330444;3500014;3700002;9142003;933469;9050031;930821;3P1998;101D102;270C25
27072;10430;6480;16910;1010026;2700022;3690005;210;104;403012;404998;4070004;5000001;3300041;3500004;3700002;9140014;933469;9050015;930469;3P1998;101D56;270C24
35482;10070;6440;16510;1012011;2700022;3690005;201;62;403012;404998;4070004;5000004;330507;3500004;3700011;9142001;933469;9050037;930469;3P1998;101D100;270C24
32525;10330;6020;16350;1012002;2700021;3690005;210;104;403012;404998;4070004;5000001;3300041;3500004;3700011;9142005;933062;9052003;930469;3P1998;101D97;270C24
30161;11030;6830;17860;1012002;2700028;3690005;216;104;403012;404998;4070004;5000002;330444;3500004;3700002;9140014;933062;9050015;930469;3P1998;101D97;270C25
28718;11060;7100;18160;1012011;2700028;3690005;222;98;403012;404002;4070004;5000002;330444;3500004;3700002;9140016;933063;9050017;930821;3P1998;101D100;270C25
29287;10460;6750;17210;1012011;2700022;3690005;222;80;403012;404002;4070004;5000002;330444;3500004;3700002;9142001;933469;9050031;930821;3P1998;101D100;270C24
28449;11680;8200;19880;1010075;2700028;3690005;198;104;403012;404998;4070004;5000002;3300041;3500003;3700002;9142003;933469;9052003;930469;3P1998;101D69;270C25
28890;10550;7030;17580;1012002;2700022;3690005;204;104;403012;404998;4070004;5000001;3300041;3500014;3700002;9142003;933469;905549;930466;3P1998;101D97;270C24
29523;10360;5720;16080;1012002;2700021;3690005;222;104;403012;404998;4070004;5000001;3300041;3500004;3700011;9140005;933062;9052003;930469;3P1998;101D97;270C24
26385;11420;7230;18650;1012002;2700028;3690005;216;74;403012;404998;4070004;5000002;330444;3500004;3700002;9140016;933469;9050015;930469;3P1998;101D97;270C25
35572;10630;7000;17630;1012011;2700022;3690005;210;80;403012;404002;4070004;5000001;330507;3500004;3700002;9142001;933469;9050031;930821;3P1998;101D100;270C24
34519;10340;7920;18260;1012002;2700028;3690005;195;104;403012;404998;4070004;5000001;3300041;3500003;3700002;9142003;933469;9052003;930469;3P1998;101D97;270C25
29526;9900;7430;17330;1012011;2700027;3690005;186;104;403012;404998;4070004;5000001;3300041;3500004;3700011;9140005;933062;9052003;930469;3P1998;101D100;270C25
26793;12320;7600;19920;1010075;2700028;3690005;252;80;403012;404002;4070004;5000002;330444;3500004;3700011;9140016;933469;9050015;930469;3P1998;101D69;270C25
32375;10940;6570;17510;1012002;2700021;3690005;189;104;403011;404998;4070004;5000004;3300041;3500004;3700011;9142005;933062;9052003;930469;3P10211;101D97;270C24
30863;10320;6720;17040;1012011;2700022;3690005;216;68;403012;404998;4070004;5000002;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
28407;11310;7230;18540;1012002;2700028;3690005;216;68;403012;404998;4070004;5000002;330444;3500004;3700002;9140016;933469;9050015;930469;3P1998;101D97;270C25
33580;10450;7330;17780;1012011;2700022;3690005;222;104;403012;404002;4070004;5000001;330507;3500004;3700002;9142001;933469;9050031;930821;3P1998;101D100;270C24
30384;10280;5750;16030;1012011;2700022;3690005;216;74;403012;404998;4070004;5000002;3300041;3500003;3700002;9140005;933062;9052003;930469;3P1998;101D100;270C24
28529;9700;8470;18170;1012011;2700022;3690005;195;104;403011;404998;4070004;5000002;330444;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
26739;12280;6850;19130;1010075;2700028;3690005;198;110;403012;404002;4070004;5000001;330444;3500004;3700002;9140016;933469;9050015;930469;3P1998;101D69;270C25
32061;11330;7200;18530;1012003;2700028;3690005;210;80;403012;404998;4070004;5000001;330444;3500014;3700002;9142003;933469;9050031;930821;3P1998;101D97;270C25
35192;10470;7430;17900;1012011;2700022;3690005;213;104;403012;404002;4070004;5000001;330507;3500004;3700002;9142001;933469;9050031;930821;3P1998;101D100;270C24
35984;10800;6840;17640;1012011;2700028;3690005;219;3618545;403012;404002;4070004;5000002;330444;3500004;3700002;9142003;933469;905549;930821;3P1998;101D100;270C25
28335;10790;6970;17760;1012002;2700022;3690005;213;86;403011;404002;4070004;5000001;330444;3500004;3700002;9142001;933469;9050031;930821;3P1998;101D97;270C24
29856;11030;7080;18110;1012002;2700027;3690005;252;80;403012;404002;4070004;5000002;330444;3500004;3700011;914091;933074;905549;930821;3P1998;101D97;270C25
28355;11860;6470;18330;1010060;2700028;3690005;198;74;403012;404002;4070004;5000001;330444;3502000;3700002;9142004;933074;905111;930469;3P1998;101D67;270C25
31724;10420;7290;17710;1012011;2700022;3690005;207;104;403012;404002;4070004;5000001;330507;3500004;3700002;9142001;933469;9050031;930821;3P1998;101D100;270C24
35411;9770;8660;18430;1012011;2700022;3690005;195;98;403012;404998;4070004;5000001;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
29339;12800;6310;19110;1010075;2700028;3690005;216;104;403012;404002;4070004;5000003;330444;3500004;3700002;9140014;933062;9050017;930821;3P1998;101D69;270C25
30363;10790;8190;18980;1012003;2700028;3690005;186;104;403012;404998;4070004;5000003;330444;3500004;3700002;9140016;933469;9050015;930469;3P1998;101D97;270C25
35553;10250;6870;17120;1012011;2700022;3690005;219;80;403012;404998;4070004;5000002;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
30585;10890;6910;17800;1012002;2700022;3690005;213;86;403011;404002;4070004;5000001;330507;3500004;3700002;9142001;933469;9050031;930821;3P1998;101D97;270C24
28859;11590;7260;18850;1012003;2700028;3690005;216;68;403012;404998;4070004;5000003;330444;3500004;3700002;9140016;933469;9050015;930469;3P1998;101D97;270C25
28711;11880;7000;18880;1012020;2700028;3690005;210;104;403012;404998;4070004;5000001;330444;3500004;3700011;9140014;933063;9050017;930821;3P1998;101D102;270C25
30160;10600;6610;17210;1012002;2700022;3690005;222;80;403012;404998;4070004;5000002;330444;3500004;3700002;9140014;933062;9050015;930469;3P1998;101D97;270C24
26934;9860;7140;17000;1010026;2700022;3690005;195;104;403011;404998;4070004;5000004;330444;3500004;3700011;9142001;933469;9050037;930469;3P1998;101D56;270C24
28549;11360;7210;18570;1012003;2700028;3690005;198;104;403012;404002;4070004;5000003;330444;3500004;3700002;9140014;933062;9050017;930821;3P1998;101D97;270C25
30459;10260;5950;16210;1012011;2700022;3690005;210;68;403012;404998;4070004;5000004;3300041;3500003;3700011;9142003;933469;9052003;930469;3P1998;101D100;270C24
29781;10390;7200;17590;1012011;2700022;3690005;222;104;403012;404002;4070004;5000001;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
30070;10760;5820;16580;1012002;2700028;3690005;210;74;403012;404998;4070004;5000001;3300041;3500003;3700002;9140005;933062;9052003;930469;3P1998;101D97;270C25
29821;10880;5960;16840;1012002;2700028;3690003;191;74;403012;404998;4070004;5000001;3300041;3500003;3700003;9140014;933062;9050015;930469;3P1998;101D97;270C25
28250;10450;7690;18140;1012011;2700021;3690005;195;104;403012;404998;4070004;5000002;3300041;3500003;3700011;9140005;933469;9052003;930469;3P1998;101D100;270C24
28967;11070;7590;18660;1012011;2700028;3690005;252;80;403012;404002;4070004;5000004;330444;3500004;3700011;9140016;933469;9050015;930469;3P1998;101D100;270C25
30262;10350;6330;16680;1012011;2700022;3690005;210;80;403012;404998;4070004;5000001;330444;3500004;3700002;9140005;933469;905549;930821;3P1998;101D100;270C24
32050;11380;6410;17790;1012020;2700027;3690005;210;104;403012;404998;4070004;5000001;3300044;3500004;3700002;9142003;933469;9052003;930469;3P1998;101D102;270C25
32096;9370;7840;17210;1012011;2700022;3690005;195;104;403012;404998;4070004;5000002;3300041;3500003;3700011;9142005;933469;9052003;930469;3P1998;101D100;270C24
28685;9960;7360;17320;1012011;2700027;3690005;195;110;403012;404998;4070004;5000001;3300041;3500004;3700011;9140005;933469;9052003;930469;3P1998;101D100;270C25
26784;11770;8630;20400;1010075;2700028;3690005;195;110;403012;404002;4070004;5000001;330444;3500004;3700002;9140005;933062;9052003;930469;3P1998;101D69;270C25
30743;12010;7190;19200;1012019;2700028;3690005;210;80;403011;404002;4070004;5000001;330507;3500004;3700002;9142001;933469;9050031;930821;3P1998;101D102;270C25
26849;10510;8870;19380;1012003;2700028;3690005;174;98;403012;404998;4070004;5000001;330444;3500014;3700002;9140016;933469;9050017;930821;3P1998;101D97;270C25
28382;10120;5860;15980;1012011;2700022;3690005;219;56;403012;404998;4070004;5000001;3300041;3500003;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
29795;10440;6330;16770;1012011;2700027;3690005;210;86;403012;404998;4070004;5000002;3300044;3500004;3700002;9142003;933469;9052003;930469;3P1998;101D100;270C25
26912;11140;7540;18680;1012002;2700028;3690005;252;80;403012;404002;4070004;5000004;330444;3500004;3700011;9140016;933469;9050015;930469;3P1998;101D97;270C25
35687;10010;6200;16210;1012011;2700022;3690005;210;104;403012;404998;4070004;5000001;3300041;3500003;3700002;9142005;933062;9052003;930469;3P1998;101D100;270C24
28268;10440;6890;17330;1012011;2700022;3690005;210;74;403011;404002;4070004;5000002;330444;3500004;3700002;9142001;933469;9050031;930821;3P1998;101D100;270C24
30545;10180;6320;16500;1012011;2700022;3690005;216;86;403012;404998;4070004;5000002;3300041;3500003;3700002;9142003;933469;9052003;930469;3P1998;101D100;270C24
26831;12890;7700;20590;1010075;2700028;3690005;186;104;403011;404002;4070004;5000004;330507;3500004;3700011;9142001;933469;9050037;930469;3P10008;101D69;270C25
29422;10580;6110;16690;1012002;2700021;3690005;216;104;403012;404998;4070004;5000003;3300041;3500004;3700011;9140005;933062;9052003;930469;3P1998;101D97;270C24
35420;10120;6830;16950;1012011;2700022;3690005;210;80;403012;404998;4070004;5000001;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
31306;10530;7550;18080;1012011;2700022;3690005;195;104;403012;404998;4070004;5000001;3300041;3500003;3700011;9140005;933469;9052003;930469;3P1998;101D100;270C24
33034;10150;5730;15880;1012011;2700022;3690005;210;68;403012;404998;4070004;5000002;3300041;3500004;3700002;9142005;933062;9052003;930469;3P1998;101D100;270C24
29621;10400;7070;17470;1012011;2700022;3690005;231;56;403012;404002;4070004;5000001;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
30699;10410;5790;16200;1012011;2700022;3690005;195;62;403011;404998;4070004;5000001;330507;3500004;3700002;9140033;9330002;9052002;9300002;3P1998;101D100;270C24
28525;10330;6950;17280;1012011;2700022;3690005;207;104;403011;404002;4070004;5000001;330444;3500004;3700002;9142003;933469;9052003;930469;3P19901;101D100;270C24
34522;9540;7940;17480;1012011;2700022;3690005;219;104;403012;404998;4070004;5000002;3300041;3500003;3700011;9142003;933469;9052003;930469;3P1998;101D100;270C24
30022;11320;7590;18910;1012003;2700028;3690005;207;80;403012;404998;4070005;5000002;3300041;3500014;3700002;9140016;933469;9050015;930469;3P1998;101D97;270C25
28538;10480;6540;17020;1012011;2700022;3690005;207;62;403011;404002;4070004;5000004;330444;3500004;3700011;9142001;933469;9050037;930469;3P1998;101D100;270C24
29612;10380;6960;17340;1012002;2700028;3690005;210;62;403012;404002;4070004;5000001;330507;3500004;3700002;9140014;933062;9050015;930469;3P1998;101D97;270C25
30368;10130;5980;16110;1012011;2700022;3690005;210;68;403012;404998;4070004;5000001;3300041;3500003;3700002;9142003;933469;9052003;930469;3P1998;101D100;270C24
35422;10050;7240;17290;1012011;2700022;3690005;216;86;403012;404998;4070004;5000002;330444;3500014;3700002;9142003;933469;9052003;930469;3P1998;101D100;270C24
32528;10890;6750;17640;1012002;2700021;3690005;210;104;403012;404998;4070004;5000001;3300041;3500004;3700011;9142005;933062;9052003;930469;3P10211;101D97;270C24
32952;9750;8460;18210;1012011;2700022;3690005;186;104;403011;404998;4070004;5000004;330507;3500004;3700011;9142001;933469;9050037;930469;3P1998;101D100;270C24
35419;10350;6610;16960;1012011;2700022;3690005;201;62;403012;404998;4070004;5000001;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
31946;9830;7810;17640;1012011;2700028;3690005;204;104;403012;404998;4070004;5000002;3300041;3500004;3700002;9142005;933062;9052003;930469;3P1998;101D100;270C25
29343;10360;7080;17440;1012011;2700022;3690005;210;80;403011;404002;4070004;5000001;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
35576;10780;6490;17270;1012002;2700022;3690005;219;3618545;403012;404998;4070004;5000002;330444;3500004;3700002;9140014;933062;9050015;930469;3P1998;101D97;270C24
32615;11200;6650;17850;1012002;2700028;3690005;219;74;403012;404998;4070004;5000002;330444;3500004;3700002;9140014;933062;9050015;930469;3P1998;101D97;270C25
32117;11160;6580;17740;1012003;2700027;3690005;180;62;403012;404998;4070004;5000001;330444;3500014;3700002;9140022;933062;905549;930821;3P1998;101D97;270C25
34973;10780;7410;18190;1012003;2700028;3690005;207;104;403012;404002;4070004;5000001;330444;3500004;3702001;9140016;933469;9050015;930469;3P1998;101D97;270C25
32411;10790;6850;17640;1012002;2700021;3690005;226;104;4030004;404001;4070004;5000004;3300041;3500004;3700011;9142005;933062;9052003;930469;3P1998;101D97;270C24
28924;12550;7220;19770;1010075;2700028;3690005;207;86;403012;404002;4070004;5000004;330444;3500004;3700011;9140016;933469;9050015;930469;3P1998;101D69;270C25
28702;10370;6220;16590;1012019;2700028;3690005;231;104;403012;404002;4070004;5000007;330444;3500004;3700011;9142001;933469;9050031;930821;3P1998;101D102;270C25
29117;10640;5850;16490;1012002;2700021;3690005;216;68;403012;404998;4070004;5000003;3300041;3500004;3700011;9140005;933062;9052003;930469;3P1998;101D97;270C24
32530;10400;5870;16270;1012002;2700021;3690005;186;104;403012;404998;4070004;5000001;3300041;3500004;3700011;9142005;933062;9052003;930469;3P1998;101D97;270C24
31164;10560;6940;17500;1012011;2700022;3690005;219;80;403011;404002;4070004;5000002;330507;3500004;3700002;9142001;933469;9050031;930821;3P1998;101D100;270C24
32860;10310;5960;16270;1012011;2700022;3690005;183;68;403012;404998;4070004;5000004;330444;3500004;3700011;9142005;933062;9052003;930469;3P1998;101D100;270C24
28138;10820;5950;16770;1012002;2700022;3690005;222;80;403012;404998;4070004;5000003;3300041;3500003;3700002;9140022;933062;9050031;930466;3P1998;101D97;270C24
28964;12230;7170;19400;1010075;2700028;3690005;222;80;403012;404998;4070004;5000002;330444;3500014;3700011;9140014;933062;9050015;930469;3P1998;101D69;270C25
29857;10910;6280;17190;1012011;2700028;3690005;252;80;403012;404002;4070004;5000004;330444;3500004;3700011;9140014;933469;9050015;930469;3P1998;101D100;270C25
26808;9720;7830;17550;1010026;2700022;3690005;195;104;403011;404998;4070004;5000001;330444;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D56;270C24
31158;11350;7840;19190;1012019;2700028;3690005;195;98;403011;404998;4070004;5000001;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D102;270C25
28510;9910;8090;18000;1012011;2700022;3690005;195;104;403011;404998;4070004;5000001;3300041;3500004;3700002;9140014;933469;9050015;930469;3P1998;101D100;270C24
32399;10400;5990;16390;1012002;2700021;3690005;198;104;403012;404998;4070004;5000003;3300041;3500004;3700011;9142005;933062;9052003;930469;3P1998;101D97;270C24
28140;11230;7540;18770;1012003;2700028;3690005;219;74;403011;404002;4070004;5000003;330444;3500004;3700002;9140016;933469;9050015;930469;3P1998;101D97;270C25
31707;11090;6680;17770;1012002;2700028;3690005;216;68;403012;404998;4070004;5000002;330444;3500004;3700002;9140014;933062;9050015;930469;3P1998;101D97;270C25
28386;11290;6790;18080;1010060;2700028;3690005;195;98;403012;404998;4070004;5000001;330444;3500004;3700002;9140016;933469;9050015;930469;3P1998;101D67;270C25
29349;10860;9418;20278;1012019;2700028;3690005;192;110;403011;404002;4070004;5000001;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D102;270C25
35369;10420;8530;18950;1012002;2700022;3690005;195;98;403012;404998;4070004;5000001;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D97;270C24
26082;11870;6460;18330;1010060;2700028;3690005;222;80;403012;404998;4070004;5000002;330444;3502000;3700002;9142004;933074;9050015;930469;3P1998;101D67;270C25
26743;10960;6720;17680;1012002;2700022;3690005;213;62;403011;404002;4070004;5000004;330444;3500004;3700011;9142001;933469;9050031;930821;3P1998;101D97;270C24
32785;11330;6980;18310;1012002;2700028;3690005;210;80;403012;404002;4070004;5000001;330444;3500004;3700002;9140014;933062;9050015;930469;3P1998;101D97;270C25
29233;11200;8900;20100;1012019;2700028;3690005;195;98;403011;404002;4070004;5000001;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D102;270C25
28823;10390;6080;16470;1012011;2700022;3690005;201;62;403011;404002;4070004;5000001;330444;3500004;3700002;9140033;9330002;9052002;9300002;3P1998;101D100;270C24
34304;10730;7170;17900;1012011;2700028;3690005;207;104;403012;404998;4070004;5000007;330444;3500004;3700011;9140016;933469;9050015;930469;3P1998;101D100;270C25
26796;11490;6880;18370;1012003;2700028;3690005;180;62;403012;404998;4070004;5000004;330444;3500004;3700011;9140016;933469;9050015;930469;3P1998;101D97;270C25
26800;10160;6920;17080;1010026;2700022;3690005;195;104;403011;404002;4070004;5000004;330444;3500004;3700011;9142001;933469;9050037;930469;3P1998;101D56;270C24
32803;10720;6570;17290;1012002;2700022;3690005;219;74;403012;404998;4070004;5000002;330444;3500004;3700002;9140014;933062;9050015;930469;3P1998;101D97;270C24
29524;10490;6010;16500;1012003;2700027;3690005;210;104;403012;404998;4070004;5000001;330444;3500004;3700011;9142003;933469;905549;930821;3P1998;101D97;270C25
28829;10390;5850;16240;1012011;2700028;3690005;210;80;403012;404998;4070004;5000001;3300041;3500004;3700011;9140005;933469;9052003;930469;3P1998;101D100;270C25
32302;10350;6790;17140;1012011;2700022;3690005;210;104;403012;404998;4070004;5000001;330444;3500004;3700011;9142003;933469;9052003;930469;3P1998;101D100;270C24
29522;11250;7320;18570;1012003;2700028;3690005;201;86;403012;404002;4070004;5000001;330444;3500004;3700002;9140016;933469;9050017;930821;3P1998;101D97;270C25
29307;10310;6730;17040;1012011;2700022;3690005;195;98;403012;404998;4070004;5000004;330507;3500004;3700011;9142001;933469;9050037;930469;3P1998;101D100;270C24
31316;9970;6400;16370;1012011;2700022;3690005;219;104;403012;404998;4070004;5000001;3300041;3500003;3700011;9140005;933469;9052003;930469;3P1998;101D100;270C24
29648;11130;7280;18410;1012003;2700028;3690005;225;80;403011;404002;4070004;5000002;330444;3500004;3700002;9140016;933469;9050015;930469;3P1998;101D97;270C25
35195;10110;8180;18290;1012011;2700022;3690005;222;104;403012;404002;4070004;5000001;330507;3500014;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
29097;11790;6820;18610;1012019;2700028;3690005;219;104;403012;404998;4070004;5000002;330444;3500004;3700002;9140014;933062;9050015;930469;3P1998;101D102;270C25
29812;9700;7330;17030;1012011;2700021;3690005;192;104;403012;404998;4070004;5000003;3300041;3500004;3700011;9140005;933062;9052003;930469;3P1998;101D100;270C24
31297;10340;7880;18220;1012011;2700022;3690005;241;62;4030004;404001;4070004;5000004;330507;3500004;3700011;9142001;933469;9050031;930821;3P1998;101D100;270C24
28965;11230;7280;18510;1012002;2700028;3690005;210;104;403012;404998;4070004;5000004;330444;3500004;3700011;9140016;933469;9050015;930469;3P1998;101D97;270C25
28231;10260;5780;16040;1012011;2700022;3690005;195;62;403011;404998;4070004;5000001;330444;3500004;3700002;9140033;9330002;9052002;9300002;3P1998;101D100;270C24
27093;10530;6360;16890;1010026;2700022;3690005;222;80;403012;404002;4070004;5000002;3300041;3500004;3700002;9140014;933062;9050015;930469;3P1998;101D56;270C24
26785;10970;9320;20290;1010060;2700028;3690005;195;98;403011;404002;4070004;5000001;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D67;270C25
35927;11080;7450;18530;1012003;2700028;3690005;201;80;403012;404002;4070004;5000001;330444;3500004;3700002;9140016;933469;905549;930821;3P1998;101D97;270C25
28499;12610;6870;19480;1010075;2700028;3690005;216;74;403012;404002;4070004;5000002;330444;3500004;3700002;9140014;933062;9050015;930469;3P1998;101D69;270C25
28234;9630;7720;17350;1012011;2700021;3690005;195;104;403012;404998;4070004;5000001;3300041;3500003;3700011;9140005;933469;9052003;930469;3P1998;101D100;270C24
32962;11770;7610;19380;1012019;2700028;3690005;222;104;403012;404002;4070004;5000001;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D102;270C25
30860;10710;7070;17780;1012002;2700022;3690005;216;68;403012;404998;4070004;5000002;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D97;270C24
28266;10420;6560;16980;1012011;2700022;3690005;195;62;403011;404002;4070004;5000004;330444;3500004;3700011;9142001;933469;9050037;930469;3P1998;101D100;270C24
28417;11910;8000;19910;1010075;2700028;3690005;186;104;403012;404998;4070004;5000004;330444;3500004;3700011;9140005;933469;9052003;930469;3P1998;101D69;270C25
29926;10870;7420;18290;1012011;2700022;3690005;210;104;403011;404002;4070004;5000001;330444;3500004;3700002;9142003;933469;9052003;930469;3P10008;101D100;270C24
35375;11640;7380;19020;1012019;2700028;3690005;198;80;403012;404998;4070004;5000001;330444;3500014;3700002;9142001;933469;9050031;930821;3P1998;101D102;270C25
32190;10940;6940;17880;1012002;2700028;3690005;219;3618545;403012;404998;4070004;5000002;330444;3500004;3700002;9140014;933062;9050015;930469;3P1998;101D97;270C25
32488;9750;7710;17460;1012011;2700027;3690005;186;104;403012;404998;4070004;5000001;3300041;3500004;3700011;9142005;933062;9052003;930469;3P1998;101D100;270C25
28394;11950;8240;20190;1010075;2700028;3690005;186;110;403012;404998;4070004;5000001;330444;3500004;3700002;9140016;933469;9050015;930469;3P1998;101D69;270C25
35504;10160;7080;17240;1012011;2700022;3690005;195;104;403012;404002;4070004;5000004;330507;3500004;3700011;9142001;933469;9050037;930469;3P1998;101D100;270C24
30479;9870;7970;17840;1012011;2700022;3690005;210;104;403012;404998;4070004;5000001;3300041;3500004;3700002;9140014;933469;9050015;930469;3P1998;101D100;270C24
28249;10880;9500;20380;1010060;2700028;3690005;192;110;403011;404002;4070004;5000001;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D67;270C25
33091;11210;7420;18630;1012003;2700028;3690005;219;74;403012;404002;4070004;5000003;330444;3500004;3700002;9140016;933469;9050015;930469;3P1998;101D97;270C25
28534;10320;5720;16040;1012011;2700022;3690005;210;62;403012;404998;4070004;5000002;3300041;3500004;3700002;9140005;933062;9052003;930469;3P1998;101D100;270C24
29338;11510;6370;17880;1012002;2700028;3690005;219;3618545;403012;404002;4070004;5000003;330444;3500004;3700002;9140014;933062;9050015;930469;3P1998;101D97;270C25
33173;11190;7470;18660;1012002;2700028;3690005;210;62;403012;404002;4070004;5000001;330507;3500004;3700002;9140016;933469;9050015;930469;3P1998;101D97;270C25
31246;11010;6510;17520;1012002;2700028;3690005;207;104;403012;404002;4070004;5000001;330444;3500004;3700002;9140014;933062;9050015;930469;3P1998;101D97;270C25
35817;10240;8710;18950;1012002;2700022;3690005;195;110;403012;404998;4070004;5000002;330507;3500004;3700002;9142001;933469;9050031;930821;3P1998;101D97;270C24
30914;10200;6740;16940;1012011;2700022;3690005;207;86;403011;404998;4070004;5000001;330507;3500004;3700002;9142001;933469;9050037;930469;3P1998;101D100;270C24
28366;10980;6730;17710;1012002;2700028;3690005;216;74;403012;404998;4070004;5000002;330444;3500004;3700002;9140014;933062;9050015;930469;3P1998;101D97;270C25
29609;11100;6900;18000;1012003;2700027;3690005;231;104;403012;404998;4070004;5000001;330444;3500004;3700011;9142003;933469;905549;930821;3P1998;101D97;270C25
28629;11010;7140;18150;1012002;2700028;3690005;216;104;403012;404002;4070004;5000002;330444;3500004;3700002;9140014;933062;9050015;930469;3P1998;101D97;270C25
32095;9290;7750;17040;1012011;2700022;3690005;195;104;403012;404998;4070004;5000001;3300041;3500003;3700011;9142005;933469;9052003;930469;3P1998;101D100;270C24
35688;11220;7460;18680;1012002;2700027;3690005;198;86;403012;404998;4070004;5000001;3300041;3500003;3700002;9140016;933469;9050015;930469;3P1998;101D97;270C25
31950;11400;7630;19030;1012002;2700028;3690005;204;98;403012;404002;4070004;5000003;330444;3500004;3700002;9140016;933469;9050015;930469;3P1998;101D97;270C25
29504;10890;4950;15840;1012019;2700028;3690005;222;80;403012;404998;4070004;5000002;330444;3500004;3700002;9140016;933469;9050015;930469;3P1998;101D102;270C25
30708;11650;7560;19210;1012019;2700028;3690005;231;104;403012;404002;4070004;5000001;330507;3500004;3700002;9142001;933469;9050031;930821;3P1998;101D102;270C25
28404;11290;6790;18080;1010060;2700028;3690005;189;104;403012;404998;4070004;5000001;330444;3500004;3700002;9140014;933062;9050015;930469;3P1998;101D67;270C25
29112;10750;7240;17990;1012011;2700028;3690005;195;104;403012;404998;4070004;5000004;330444;3500004;3700011;9140016;933469;9050015;930469;3P1998;101D100;270C25
29115;12550;7200;19750;1010075;2700028;3690005;195;104;403012;404002;4070004;5000004;330444;3500004;3700011;9140014;933062;9050015;930469;3P1998;101D69;270C25
35094;11990;6970;18960;1012019;2700028;3690005;231;56;403012;404002;4070004;5000001;330444;3500004;3700002;9142003;933469;9052003;930469;3P1998;101D102;270C25
29428;10540;6650;17190;1012011;2700021;3690005;222;104;403012;404998;4070004;5000003;330444;3500004;3700011;9142003;933469;905549;930821;3P1998;101D100;270C24
32967;11930;6360;18290;1012019;2700028;3690005;198;80;403012;404998;4070004;5000001;330444;3500004;3700002;9140022;933062;9050031;930821;3P1998;101D102;270C25
